pathway	sample-53	sample-52	sample-54	sample-70	sample-55
PWY-6897	3765.4909926171945	4140.362605825343	3750.4762549408083	5216.541816976681	4522.796143239705
PWY-6901	2299.7750290658105	1466.0185357509977	2367.2273428851627	5328.06704203073	3295.0171550259456
PWY-6969	4623.1546491339295	4093.2018796800653	4328.653849887748	7132.660131574327	5223.751169661351
PWY-7003	389.3351026571054	6.705726318120964	288.7702586082675	65.36765260848698	0.0
PWY-7013	645.2089579528305	73.99788575031747	301.4796680838739	11.990928470993786	11.990647297913439
PWY-7090	21.817477194586324	22.80812133063544	9.060216102869088	2.656933856055826	50.98267814674013
PWY-7094	0.0	0.0	0.0	0.0	31.970976552225014
PWY-7111	6138.24571430778	6918.549227781922	5652.520639892924	9037.387370677661	7968.914987605898
PWY-7184	4094.5996255653067	2877.259627990054	2950.4909744406937	4275.61586518227	3120.3322642890334
PWY-7187	4174.17690611936	3367.1816719300227	3185.9543916354323	4945.109006033738	3965.4782989527857
PWY-7196	5165.053759971841	4320.787543018771	4276.537583410116	6158.0233440570455	4381.166596549833
PWY-7197	3708.3888216992714	2773.2941036829925	2997.9536397342613	4149.085099219039	3151.5835993325995
PWY-7198	27.856488547938493	215.9005438686215	31.24591535511729	126.6728296477149	140.02744349154892
PWY-7199	3716.984324199355	3883.8270585626938	2845.1338852459025	5502.431357565336	4200.476950497224
PWY-7200	3515.671362499423	3119.562665070216	2770.0515937964574	4620.208177598479	3449.24690023775
PWY-7208	6665.18649896829	6708.362001950006	6048.367114533951	8990.401953880058	7635.463922447712
PWY-7209	0.0	0.0	0.0	0.0	4.989398839232517
PWY-7210	39.67200808508514	296.8679303012539	44.45138217775834	178.3576867104479	195.76490127957538
PWY-7211	4266.009539061879	2922.119001803125	2999.931452500336	3863.9085499017506	3153.93315641431
PWY-7219	6444.153473679498	6482.324555661943	5749.8880230033565	9056.364313515956	7448.846302546179
PWY-7220	7148.677506685292	4918.255835916733	5351.95962261772	7386.612819130266	5619.874948624999
PWY-7221	5588.300413586715	5561.065255572881	4966.490839497828	7920.756194754961	6896.977424772237
PWY-7222	7148.677506685292	4918.255835916733	5351.95962261772	7386.612819130266	5619.874948624999
PWY-7228	4753.135359979088	3608.917098934688	3734.382000301737	5334.103622484722	3902.2743775158465
PWY-7229	6745.87684344584	5982.612588831291	5679.411960870603	8590.134434485497	6878.88430411994
PWY-7234	1568.0993679226995	1207.975967815662	947.8406746313714	2489.7921540596476	2407.0575500159875
PWY-7237	1145.5	127.70999999999998	1253.12	247.72000000000006	607.95
PWY-7242	4365.053520701581	3324.361673304043	3530.6733905982223	5202.449646306149	2649.867801124366
PWY-7254	2422.127226050651	713.1439753959146	2452.7056057427853	121.5570347630514	296.21567111106066
PWY-7315	561.3959444143746	172.93488100064275	49.29003460448962	115.23788808484476	332.02127442065745
PWY-7323	3134.6379435965987	3706.666891214971	2659.9890359871283	4776.1613986514585	3013.4070216101677
PWY-7328	2314.8551308856936	551.7249806623882	1310.198397586364	495.3407196182854	1655.2336569383408
PWY-7332	360.2534466398339	92.3424155656656	95.7900201326646	10.481764819225031	235.63779128671158
PWY-7371	1377.947865640308	117.99999999999999	1483.1999999999998	84.0	836.0000000000001
PWY-7374	32.04649470969021	86.68246445497631	0.0	61.6	588.8950276243095
PWY-7377	3419.814258432883	77.16419688786966	2801.0162125239635	305.8217702984333	544.9556603618284
PWY-7392	1835.3999214786604	1441.1039248299383	146.83580627634709	62.045530430381966	128.28557639166817
PWY-7400	3775.366870677459	4343.62541079263	3921.019597444756	5564.799485121594	5664.806562881484
PWY-7431	0.0	121.28195604887848	0.0	7.664300699801348	0.6751721971918894
PWY-7456	2870.1658374874055	3019.446800896254	2003.0775000539559	4154.39872308289	2384.8868613479217
PWY-7539	5490.434493745161	3971.3578366054903	4351.611571396743	5428.217540953222	4363.753548877552
PWY-7560	5965.883055177973	5784.057660737836	5433.347851408657	7918.945960784013	6592.05462309302
PWY-7663	7337.739515734161	7161.235989948608	6676.458504852677	9659.784576049371	7641.213156347501
PWY-7664	3164.5455857226775	3034.3175604827375	3404.3900886688984	1017.909892650034	1528.6875113353183
PWY-841	5455.417112805744	4512.383996342784	4488.6956610568595	6572.851333591861	4882.40232777682
PWY-922	21.378791595653073	21.587259238172056	22.296421079544007	3.210766921110338	25.001630975825204
PWY0-1061	2102.4128278643793	557.9402683337959	1281.6364672565126	2518.685913547594	2152.6569145961853
PWY0-1241	750.4953392077412	497.58488718913014	63.22359163890581	175.49106569728164	325.7565006713745
PWY0-1261	3865.8495954859823	2699.5681568377713	2272.323149983678	2295.9803998921875	973.9163181846556
PWY0-1296	4290.39783982728	2017.857946898088	3846.7371797174233	3904.9880454924187	3649.7034393670137
PWY0-1297	2203.259639775777	2094.11673358059	2589.694424646766	3960.1503586975637	3623.5784249216254
PWY0-1298	3449.550419906046	2207.805740054861	3219.4237527985097	4139.131588052502	3591.244906497014
PWY0-1319	6472.418597139338	6091.228889383004	5610.070117930791	8053.956754463295	7353.288520306987
PWY0-1338	321.8567601598432	11.821940491591201	7.22913395022909	0.0	0.0
PWY0-1415	512.6730658107824	418.29370749643954	417.45718180080064	180.4906077517855	71.6325993091931
PWY0-1479	1377.0451750916388	582.9705946927145	803.2086188196913	966.6363606653915	556.9859036971608
PWY0-1533	463.8115611800244	112.12152118069532	10.275077627123316	73.3038618710799	85.52397639093056
PWY0-1586	6051.710794223973	1609.6518331990997	5271.769598355893	6131.856370141838	4687.163912143537
PWY0-162	5673.539040484918	4605.532643842983	4755.770547822875	6766.663590760931	5016.455988240434
PWY0-166	4232.966853036577	3297.650728122285	3146.6099204020334	4843.643491537376	3868.342860824708
PWY0-321	0.0	0.2399395222125848	0.23943650250240078	0.0	0.0
PWY0-41	0.0	0.0	0.0	0.0	5.663045660868956
PWY0-781	2919.384842074893	1820.6144322172509	2242.0603378242854	1792.1290009647662	2789.1197819028507
PWY0-845	954.3456580356641	764.6508820647975	100.26812102100492	3685.840103856141	1670.4089920105507
PWY0-862	2854.9241279824687	2735.373500027135	3089.7326439987132	882.5926322838619	1341.3108088349852
PWY490-3	2285.889416423277	586.79896152735	1842.5682441294123	1743.9283460070808	766.8555651283746
PWY4FS-7	4448.080103195472	4707.253659812199	4163.018241024989	7589.015761627931	6515.283758822145
PWY4FS-8	4448.080103195472	4707.253659812199	4163.01824102499	7589.015761627931	6515.283758822145
PWYG-321	3176.354420424701	3080.1939942092754	3375.8522114848392	1055.1059031487293	1580.75728789544
